CustomerID,Gender,Age,AnnualIncome,SpendingScore
657,Male,48,131347,91
658,Male,30,36216,8
659,Male,27,78923,53
660,Female,29,60740,44
661,Female,46,75806,31
662,Female,20,20546,5
663,Female,19,21305,30
664,Female,62,117550,99
665,Male,27,66363,60
666,Male,34,45478,25
667,Male,28,37576,17
668,Male,48,68671,35
669,Female,31,22825,8
670,Male,49,87212,92
671,Male,22,20415,27
672,Female,29,36266,21
673,Female,22,32185,28
674,Female,31,95473,71
675,Male,27,74331,36
676,Male,41,69831,43
677,Male,30,77151,43
678,Male,43,46743,27
679,Male,30,146692,52
680,Female,33,21506,16
681,Female,19,25864,22
682,Female,25,30544,18
683,Male,43,45104,43
684,Male,41,86903,64
685,Female,39,44517,38
686,Male,42,45661,49
687,Female,34,53151,56
688,Female,59,111795,73
689,Male,25,37909,9
690,Female,32,41566,54
691,Female,51,81257,50
692,Male,36,120306,63
693,Female,26,72245,29
694,Female,25,21438,21
695,Male,59,128823,97
696,Female,62,92527,58
697,Male,19,39395,18
698,Female,26,29557,15
699,Female,50,122762,78
700,Male,24,22447,9
701,Female,23,23462,19
702,Female,28,66641,54
703,Female,27,34808,19
704,Female,23,22962,30
705,Male,43,85286,70
706,Male,29,28133,17
707,Male,46,119169,61
708,Male,42,69635,55
709,Male,21,35140,30
710,Male,19,20391,29
711,Male,30,26492,16
712,Male,34,113924,51
713,Female,22,34530,7
714,Male,32,21399,6
715,Male,55,136774,81
716,Male,30,67961,42
717,Male,26,29010,19
718,Female,27,28053,20
719,Female,33,142787,55
720,Male,38,48993,32
721,Female,54,82559,100
722,Female,50,75685,51
723,Female,50,145849,74
724,Male,28,20854,24
725,Female,19,29205,30
726,Male,44,126849,60
727,Male,26,27902,22
728,Male,30,38864,16
729,Female,28,27751,30
730,Male,52,83697,86
731,Female,61,104672,84
732,Male,19,36070,7
733,Female,25,39715,5
734,Male,24,30870,30
735,Male,50,51630,40
736,Male,22,24840,29
737,Female,34,127826,73
738,Female,51,93242,69
739,Female,31,25161,30
740,Female,41,121586,95
741,Female,23,39298,17
742,Male,38,118602,61
743,Female,32,131327,61
744,Male,36,108953,81
745,Female,32,45099,42
746,Male,28,22907,19
747,Female,32,53741,24
748,Male,48,47080,20
749,Male,48,68719,46
750,Female,37,72314,42
751,Female,25,35711,10
752,Female,27,21094,5
753,Male,27,46863,41
754,Male,48,50545,24
755,Male,44,78930,50
756,Male,44,50813,47
757,Male,28,23318,11
758,Female,48,76314,54
759,Male,49,116899,65
760,Male,35,32874,20
761,Male,18,31823,18
762,Male,40,79335,32
763,Female,23,26781,25
764,Female,21,35517,14
765,Male,46,72053,36
766,Female,41,130793,73
767,Female,39,52227,22
768,Female,33,70478,34
769,Male,39,88079,98
770,Male,35,31265,18
771,Female,54,87993,83
772,Female,45,142236,80
773,Male,19,32936,21
774,Male,23,34714,10
775,Male,19,24134,18
776,Male,42,137067,90
777,Male,50,113801,96
778,Female,35,32717,17
779,Female,39,74058,20
780,Male,22,33580,9
781,Female,21,38438,30
782,Female,56,125071,66
783,Male,60,143646,52
784,Female,29,66409,59
785,Male,28,32969,27
786,Male,26,35571,16
787,Female,34,59861,37
788,Female,44,92873,58
789,Female,50,138079,67
790,Male,42,91703,78
791,Female,49,71749,53
792,Female,23,36884,7
793,Male,55,146426,58
794,Male,24,26316,6
795,Male,19,34956,16
796,Female,39,64140,52
797,Female,31,96236,65
798,Female,39,78931,31
799,Female,52,125843,60
800,Female,48,91847,51
801,Male,24,25338,12
802,Female,47,107096,91
803,Male,30,82628,80
804,Female,30,102701,64
805,Female,47,120037,77
806,Female,33,70080,33
807,Male,44,74120,45
808,Female,29,36761,22
809,Female,40,47084,24
810,Female,33,61308,36
811,Male,34,24912,29
812,Female,30,39661,26
813,Female,31,98340,91
814,Female,38,57001,45
815,Male,42,84629,71
816,Female,52,142355,82
817,Male,23,38292,14
818,Male,48,48384,36
819,Female,35,123992,64
820,Female,31,30062,30
821,Female,43,57076,38
822,Male,19,35418,25
823,Female,41,52749,27
824,Male,56,119106,53
825,Female,28,26563,18
826,Male,23,30367,29
827,Female,45,61799,31
828,Female,30,87603,78
829,Male,23,25524,20
830,Female,31,34211,17
831,Male,25,65121,22
832,Male,30,128903,70
833,Female,25,20135,12
834,Female,28,48449,44
835,Female,19,22139,14
836,Female,44,74097,53
837,Female,35,48768,51
838,Male,30,25402,5
839,Male,24,24299,28
840,Female,40,146143,57
841,Female,54,84897,90
842,Male,33,86368,92
843,Male,33,82587,94
844,Female,37,69118,27
845,Male,31,50035,60
846,Female,46,67582,26
847,Male,56,97978,56
848,Female,50,47471,26
849,Female,24,39955,29
850,Female,52,106433,95
851,Female,26,50510,55
852,Male,28,35750,12
853,Female,21,22916,23
854,Male,34,22951,7
855,Female,39,55149,38
856,Male,28,43282,31
857,Female,50,63607,40
858,Male,36,95191,98
859,Female,23,24534,15
860,Female,48,57583,25
861,Female,28,51984,45
862,Female,37,57814,50
863,Male,37,101860,58
864,Female,31,23398,23
865,Female,41,137430,89
866,Female,46,41888,28
867,Male,38,47401,48
868,Male,28,28572,5
869,Male,63,124341,83
870,Female,40,56290,42
871,Male,19,38295,5
872,Male,61,141510,60
873,Female,32,61013,41
874,Female,25,36611,22
875,Female,27,55400,49
876,Female,35,138733,81
877,Male,40,47779,21
878,Male,26,67023,55
879,Male,27,39798,21
880,Male,51,139796,73
881,Female,28,34891,22
882,Male,58,127617,57
883,Female,30,109064,71
884,Female,65,118270,83
885,Female,32,93935,60
886,Male,21,33409,13
887,Female,30,23956,11
888,Female,21,31073,29
889,Female,21,39294,29
890,Female,41,78621,28
891,Female,19,37378,22
892,Male,62,143298,99
893,Female,38,102760,56
894,Female,62,122184,74
895,Female,47,112537,75
896,Male,50,69677,28
897,Female,47,79487,52
898,Male,65,121144,90
899,Female,27,26871,26
900,Female,41,97389,82
901,Female,52,95126,85
902,Female,64,134719,68
903,Female,21,37128,5
904,Female,19,21738,11
905,Male,26,29391,9
906,Male,43,118684,98
907,Male,28,69661,59
908,Female,45,130972,82
909,Female,54,86157,74
910,Male,65,120980,53
911,Female,42,112943,89
912,Male,35,32050,28
913,Male,48,105362,78
914,Male,41,89760,61
915,Female,38,42663,37
916,Female,26,25273,5
917,Female,26,50145,29
918,Female,49,86665,81
919,Male,34,30415,12
920,Female,62,88936,60
921,Male,35,132876,72
922,Female,28,30875,16
923,Male,33,37383,22
924,Male,32,31337,12
925,Male,30,30516,30
926,Male,42,56815,38
927,Female,62,129146,82
928,Female,34,42873,32
929,Male,36,90793,60
930,Male,43,88581,92
931,Female,36,135601,63
932,Female,39,89452,51
933,Male,32,123478,55
934,Male,26,25832,22
935,Female,46,109837,76
936,Male,38,66505,40
937,Male,42,47753,20
938,Male,34,85965,72
939,Female,44,59749,25
940,Female,37,64996,21
941,Female,25,37480,9
942,Female,39,118663,69
943,Male,35,38137,9
944,Male,30,20164,22
945,Male,48,53766,42
946,Male,29,73590,30
947,Male,24,28281,8
948,Male,65,87128,79
949,Male,33,44414,26
950,Male,51,143857,72
951,Male,36,110740,68
952,Female,33,30413,19
953,Female,39,120065,86
954,Female,30,68069,20
955,Female,31,27258,13
956,Female,33,30864,19
957,Male,40,60019,55
958,Male,20,39877,13
959,Male,46,105746,96
960,Male,31,89882,82
961,Female,43,133101,52
962,Female,39,141879,73
963,Female,27,39320,9
964,Female,35,146900,75
965,Male,45,81388,89
966,Male,58,98398,60
967,Male,60,99162,72
968,Female,25,35979,7
969,Female,26,55336,33
970,Male,39,70780,22
971,Female,36,122476,95
972,Male,64,114513,86
973,Male,36,64806,57
974,Female,54,112975,64
975,Male,40,62612,50
976,Male,58,98214,60
977,Male,26,36860,11
978,Male,29,25156,24
979,Male,56,110191,71
980,Male,40,71379,33
981,Male,31,133857,65
982,Male,23,38792,9
983,Female,33,99249,60
984,Male,30,36929,24
985,Female,35,117152,63
986,Male,60,141789,60
987,Male,29,79376,57
988,Female,46,146952,60
989,Male,43,79094,24
990,Male,29,65261,26
991,Female,34,37128,26
992,Female,21,39841,10
993,Male,64,85116,82
994,Male,22,35802,24
995,Female,63,136557,76
996,Female,31,37361,12
997,Male,43,62971,56
998,Male,33,48774,50
999,Female,35,29282,18
1000,Male,18,20179,23
1001,Male,54,80942,91
1002,Male,56,121405,73
1003,Female,26,33961,13
1004,Female,47,127925,93
1005,Female,35,33540,30
1006,Female,35,32131,22
1007,Female,43,60096,42
1008,Male,37,98096,97
1009,Female,28,50603,33
1010,Male,44,76082,23
1011,Male,50,40346,25
1012,Male,38,79337,25
1013,Male,36,54533,25
1014,Female,55,130374,89
1015,Female,41,87531,90
1016,Female,31,40701,53
1017,Male,34,21101,21
1018,Male,32,102214,73
1019,Female,40,80037,55
1020,Female,46,63142,45
1021,Male,63,106255,50
1022,Female,27,38009,28
1023,Male,32,58121,58
1024,Female,43,66473,20
1025,Male,34,33340,8
1026,Female,51,118568,57
1027,Female,58,112786,74
1028,Female,32,31130,26
1029,Female,60,83584,57
1030,Male,25,32539,26
1031,Male,36,67028,53
1032,Male,45,114517,68
1033,Male,27,62412,55
1034,Female,36,60569,33
1035,Male,33,26231,28
1036,Male,26,27931,11
1037,Male,29,28182,9
1038,Male,33,22571,24
1039,Female,60,85539,73
1040,Male,33,77651,51
1041,Male,55,116735,64
1042,Male,31,37227,20
1043,Male,55,125519,93
1044,Female,47,47888,53
1045,Female,25,40551,33
1046,Female,50,93205,73
1047,Female,26,37975,12
1048,Female,36,62485,31
1049,Female,38,53797,43
1050,Male,39,58325,31
1051,Female,36,109958,96
1052,Male,31,38197,17
1053,Male,33,24900,30
1054,Female,33,33812,9
1055,Male,33,59663,55
1056,Male,47,46486,30
1057,Male,33,28332,25
1058,Female,33,61932,43
1059,Female,52,113779,51
1060,Male,24,31504,23
1061,Female,35,63272,52
1062,Female,35,138580,74
1063,Female,30,49492,60
1064,Male,37,77462,24
1065,Female,25,31259,15
1066,Female,47,118188,88
1067,Female,49,69156,43
1068,Male,30,50965,21
1069,Male,46,110753,97
1070,Male,30,25469,8
1071,Male,35,35505,6
1072,Male,49,74339,25
1073,Female,27,50176,44
1074,Male,27,28106,19
1075,Male,23,37260,5
1076,Female,50,126771,80
1077,Male,65,115705,78
1078,Female,59,103204,90
1079,Female,49,149964,72
1080,Female,35,109770,78
1081,Female,33,67014,29
1082,Male,34,20003,29
1083,Male,40,58793,54
1084,Male,60,144478,69
1085,Male,44,59196,34
1086,Female,42,128974,76
1087,Female,30,56377,44
1088,Male,20,28617,18
1089,Female,48,115633,91
1090,Male,27,52320,31
1091,Female,45,47232,49
1092,Male,31,72243,40
1093,Male,35,21626,5
1094,Female,26,29244,9
1095,Male,44,81075,55
1096,Female,24,36173,15
1097,Male,36,72662,49
1098,Male,49,45257,29
1099,Female,27,65717,54
1100,Male,26,26297,17
1101,Female,30,28157,29
1102,Male,24,21098,19
1103,Female,60,107321,74
1104,Male,45,50394,22
1105,Male,45,71537,39
1106,Male,46,43413,33
1107,Male,28,34226,5
1108,Male,28,78318,45
1109,Male,33,21376,27
1110,Female,32,45864,30
1111,Female,19,31089,6
1112,Male,64,100174,100
1113,Female,25,35985,15
1114,Female,25,52646,44
1115,Female,46,97659,52
1116,Female,65,137344,68
1117,Female,23,38569,22
1118,Male,33,70696,58
1119,Female,22,37404,19
1120,Male,36,75494,49
1121,Male,54,146316,96
1122,Male,25,31930,15
1123,Female,42,130789,83
1124,Female,48,100202,70
1125,Male,37,122208,56
1126,Male,23,24252,6
1127,Male,24,35904,8
1128,Female,61,130934,83
1129,Male,25,32004,24
1130,Female,33,26839,7
1131,Female,53,87956,85
1132,Male,44,43820,37
1133,Male,49,89225,54
1134,Male,36,92729,96
1135,Male,42,130506,62
1136,Female,65,103448,97
1137,Female,52,93829,93
1138,Male,36,135977,60
1139,Male,62,132632,71
1140,Female,52,138066,70
1141,Female,49,67023,60
1142,Male,45,122395,86
1143,Female,48,76060,36
1144,Male,37,69327,20
1145,Male,25,79043,53
1146,Male,34,40430,34
1147,Male,49,41422,37
1148,Male,32,21236,16
1149,Male,29,28683,23
